Transaction_ID,Date,Customer_ID,Product,Quantity,Price,Total_Spent,Discount,Payment_Method
3190,2023-04-02 05:00:00,2906,Laptop,3,,4244.28,21.39,Credit Card
6280,2023-08-08 23:00:00,2322,Monitor,1,846.99,803.21,43.78,Debit Card
1971,2023-02-10 10:00:00,2443,Monitor,4,831.64,3239.22,87.34,Credit Card
9820,2024-01-03 11:00:00,2448,Headphones,4,551.61,2139.79,66.65,Debit Card
4708,2023-06-04 11:00:00,2893,Mouse,2,958.91,1902.3799999999999,15.44,Cash
3956,2023-05-04 03:00:00,2069,Monitor,4,1494.86,5883.0599999999995,96.38,Credit Card
5000,2023-06-16 15:00:00,2264,Keyboard,1,1683.32,1654.25,29.07,Credit Card
4313,2023-05-19 00:00:00,2127,Mouse,4,388.54,1455.65,98.51,PayPal
5846,2023-07-21 21:00:00,2302,Monitor,4,1242.52,4882.37,87.71,Debit Card
7428,2023-09-25 19:00:00,2044,Headphones,1,182.04,122.28,59.76,Credit Card
1040,2023-01-02 15:00:00,2073,Laptop,3,1407.22,4194.29,27.37,Debit Card
3590,2023-04-18 21:00:00,2376,Mouse,1,258.87,249.3,9.57,Debit Card
3184,2023-04-01 23:00:00,2346,Headphones,3,1936.36,5715.37,93.71,Credit Card
5451,2023-07-05 10:00:00,2165,Keyboard,1,95.38,40.559999999999995,54.82,PayPal
3819,2023-04-28 10:00:00,2338,Keyboard,2,681.91,1359.8899999999999,3.93,Debit Card
1714,2023-01-30 17:00:00,2912,Monitor,4,836.49,3294.68,51.28,Credit Card
9378,2023-12-16 01:00:00,2140,Headphones,1,1615.3,1586.97,28.33,Cash
8501,2023-11-09 12:00:00,2289,Mouse,3,339.89,939.74,79.93,Debit Card
3471,2023-04-13 22:00:00,2884,Headphones,4,1355.23,5378.47,42.45,Credit Card
9073,2023-12-03 08:00:00,2681,Keyboard,3,1558.36,4596.79,78.29,PayPal
5195,2023-06-24 18:00:00,2550,Laptop,4,971.16,3865.7799999999997,18.86,PayPal
6799,2023-08-30 14:00:00,2831,Tablet,3,575.06,1708.4199999999998,16.76,Credit Card
9911,2024-01-07 06:00:00,2198,Tablet,4,1840.32,7312.3,48.98,Debit Card
10555,2024-02-03 02:00:00,2683,Mouse,3,1264.26,3709.7099999999996,83.07,Credit Card
8969,2023-11-29 00:00:00,2679,Keyboard,3,949.67,2805.16,43.85,PayPal
4777,2023-06-07 08:00:00,2822,Keyboard,3,211.85,588.68,46.87,Credit Card
7262,2023-09-18 21:00:00,2149,Keyboard,4,1755.6,6990.2699999999995,32.13,Cash
8404,2023-11-05 11:00:00,2020,Laptop,2,1842.07,3620.7,63.44,Cash
6770,2023-08-29 09:00:00,2750,Mouse,1,1943.32,1892.5,50.82,Debit Card
8939,2023-11-27 18:00:00,2719,Laptop,3,560.3,1594.4899999999998,86.41,Credit Card
6517,2023-08-18 20:00:00,2067,Tablet,1,1263.61,1194.04,69.57,Debit Card
7548,2023-09-30 19:00:00,2473,Mouse,1,1909.28,1888.5,20.78,PayPal
1566,2023-01-24 13:00:00,2596,Monitor,4,195.12,,85.2,PayPal
2871,2023-03-19 22:00:00,2430,Tablet,1,890.28,815.46,74.82,Cash
7898,2023-10-15 09:00:00,2744,Monitor,4,1404.84,5582.929999999999,36.43,Cash
5814,2023-07-20 13:00:00,2852,Keyboard,3,1434.35,4224.349999999999,78.7,Credit Card
6958,2023-09-06 05:00:00,2335,Tablet,2,905.08,,85.53,Debit Card
6732,2023-08-27 19:00:00,2340,Keyboard,1,1997.67,1906.96,90.71,PayPal
8786,2023-11-21 09:00:00,2629,Monitor,2,1675.51,3327.02,24.0,Debit Card
1304,2023-01-13 15:00:00,2418,Tablet,2,1707.75,3405.9,9.6,Cash
3961,2023-05-04 08:00:00,2869,Keyboard,4,,2932.5099999999998,64.01,PayPal
4910,2023-06-12 21:00:00,2176,Headphones,1,533.76,516.84,16.92,Debit Card
4465,2023-05-25 08:00:00,2304,Monitor,2,1222.17,2398.2200000000003,46.12,PayPal
1312,2023-01-13 23:00:00,2844,Mouse,4,1362.27,5438.63,10.45,Credit Card
9576,2023-12-24 07:00:00,2612,Mouse,3,1568.18,4692.84,11.7,PayPal
4678,2023-06-03 05:00:00,2472,Laptop,2,1116.72,2198.79,34.65,PayPal
7662,2023-10-05 13:00:00,2329,Headphones,4,1171.83,4607.23,80.09,Debit Card
5221,2023-06-25 20:00:00,2852,Keyboard,3,771.28,2280.1800000000003,33.66,Debit Card
6454,2023-08-16 05:00:00,2226,Tablet,4,1203.23,4796.0,16.92,Credit Card
2731,2023-03-14 02:00:00,2959,Mouse,1,1492.58,1469.73,22.85,Credit Card
3128,2023-03-30 15:00:00,2131,Headphones,1,222.05,209.62,12.43,Credit Card
3393,2023-04-10 16:00:00,2657,Monitor,4,1901.56,7601.32,4.92,Debit Card
3376,2023-04-09 23:00:00,2468,Keyboard,4,801.22,3129.6400000000003,75.24,Debit Card
9833,2024-01-04 00:00:00,2661,Headphones,2,1098.87,2161.99,35.75,Debit Card
7320,2023-09-21 07:00:00,2401,Mouse,4,954.35,3758.76,58.64,PayPal
8743,2023-11-19 14:00:00,2689,Keyboard,3,1315.58,3860.6499999999996,86.09,PayPal
6816,2023-08-31 07:00:00,2400,Keyboard,2,235.44,435.64,35.24,Credit Card
5383,2023-07-02 14:00:00,2623,Keyboard,2,829.14,1589.36,68.92,Debit Card
6199,2023-08-05 14:00:00,2567,Tablet,4,589.53,2318.79,39.33,Cash
6134,2023-08-02 21:00:00,2339,Monitor,2,525.14,1012.25,38.03,Cash
3871,2023-04-30 14:00:00,2198,Laptop,1,120.49,101.92999999999999,18.56,Cash
6932,2023-09-05 03:00:00,2621,Laptop,3,756.17,2198.8399999999997,69.67,Cash
9835,2024-01-04 02:00:00,2196,Mouse,2,1930.92,3854.7000000000003,7.14,Credit Card
9655,2023-12-27 14:00:00,2100,Keyboard,1,1343.64,1312.7800000000002,30.86,Cash
5897,2023-07-24 00:00:00,2436,Keyboard,3,946.92,2790.1499999999996,50.61,PayPal
6492,2023-08-17 19:00:00,2571,Laptop,3,480.49,1437.15,4.32,Credit Card
1004,2023-01-01 03:00:00,2272,Mouse,1,1416.4,1343.94,72.46,Cash
10267,2024-01-22 02:00:00,2326,Headphones,2,781.19,1479.5900000000001,82.79,Cash
3459,2023-04-13 10:00:00,2625,Keyboard,3,1702.95,5046.280000000001,62.57,Debit Card
2286,2023-02-23 13:00:00,2045,Headphones,3,1649.51,4902.83,45.7,Debit Card
9099,2023-12-04 10:00:00,2589,Mouse,3,1378.39,4122.97,12.2,PayPal
10138,2024-01-16 17:00:00,2785,Tablet,1,1153.08,1151.4299999999998,1.65,Credit Card
7267,2023-09-19 02:00:00,2326,Keyboard,1,442.56,413.65,28.91,Credit Card
6468,2023-08-16 19:00:00,2873,Monitor,3,1877.66,5574.02,58.96,Cash
2685,2023-03-12 04:00:00,2955,Mouse,4,1950.64,7775.06,27.5,Credit Card
8411,2023-11-05 18:00:00,2425,Monitor,4,1222.61,,79.3,Credit Card
6206,2023-08-05 21:00:00,2245,Keyboard,3,1555.56,4585.450000000001,81.23,Credit Card
3983,2023-05-05 06:00:00,2632,Tablet,1,1777.35,1686.6699999999998,90.68,Credit Card
4413,2023-05-23 04:00:00,2163,Laptop,3,1117.49,,33.97,Cash
2085,2023-02-15 04:00:00,2935,Mouse,3,1634.48,4891.990000000001,11.45,Debit Card
8689,2023-11-17 08:00:00,2790,Tablet,2,243.16,482.75,3.57,Cash
4149,2023-05-12 04:00:00,2481,Mouse,2,329.03,562.04,96.02,nan
1938,2023-02-09 01:00:00,2606,Laptop,1,955.15,903.54,51.61,PayPal
2040,2023-02-13 07:00:00,2116,Mouse,4,1343.71,5316.3,58.54,Credit Card
4596,2023-05-30 19:00:00,2859,Tablet,2,1648.38,3262.78,33.98,PayPal
2892,2023-03-20 19:00:00,2872,Laptop,2,287.97,492.15000000000003,83.79,Credit Card
9508,2023-12-21 11:00:00,2275,Tablet,1,295.93,272.59000000000003,23.34,Cash
9181,2023-12-07 20:00:00,2795,Headphones,4,192.22,699.48,69.4,Debit Card
3168,2023-04-01 07:00:00,2067,Keyboard,4,829.37,3243.56,73.92,Debit Card
9167,2023-12-07 06:00:00,2102,Monitor,3,576.45,1657.18,72.17,Debit Card
10347,2024-01-25 10:00:00,2630,Laptop,4,907.23,3566.34,62.58,Debit Card
6850,2023-09-01 17:00:00,2903,Tablet,1,1733.36,1636.83,96.53,Cash
7174,2023-09-15 05:00:00,2118,Tablet,1,1600.97,1534.66,66.31,Cash
10197,2024-01-19 04:00:00,2251,Laptop,4,,3077.0,45.28,Credit Card
1440,2023-01-19 07:00:00,2727,Mouse,1,1556.6,1460.06,96.54,Cash
9672,2023-12-28 07:00:00,2864,Monitor,3,1560.47,4637.5199999999995,43.89,Credit Card
9383,2023-12-16 06:00:00,2781,Headphones,3,1679.35,4979.709999999999,58.34,Credit Card
8356,2023-11-03 11:00:00,2477,Mouse,2,1561.33,3121.39,1.27,Cash
2473,2023-03-03 08:00:00,2368,Monitor,4,1093.42,4367.54,6.14,Debit Card
9878,2024-01-05 21:00:00,2796,Monitor,1,642.91,624.4699999999999,18.44,Debit Card
4871,2023-06-11 06:00:00,2081,Laptop,4,,2398.7799999999997,80.9,Credit Card
7426,2023-09-25 17:00:00,2785,Keyboard,2,1896.03,3766.66,25.4,Debit Card
8481,2023-11-08 16:00:00,2979,Laptop,1,1400.58,1383.82,16.76,Debit Card
3233,2023-04-04 00:00:00,2682,Laptop,1,55.5,-15.0,70.5,Cash
1252,2023-01-11 11:00:00,2280,Headphones,1,1635.17,1557.3500000000001,77.82,PayPal
7131,2023-09-13 10:00:00,2881,Mouse,1,1720.69,1715.91,4.78,Credit Card
10142,2024-01-16 21:00:00,2199,Tablet,1,1852.2,1830.47,21.73,Cash
2514,2023-03-05 01:00:00,2108,Mouse,1,1399.94,1347.18,52.76,Debit Card
4210,2023-05-14 17:00:00,2357,Keyboard,1,744.62,653.8,90.82,Debit Card
8261,2023-10-30 12:00:00,2370,Laptop,4,1746.13,6968.43,16.09,Debit Card
3349,2023-04-08 20:00:00,2561,Mouse,2,184.04,352.28,15.8,Cash
7432,2023-09-25 23:00:00,2875,Monitor,1,118.73,27.799999999999997,90.93,Credit Card
7350,2023-09-22 13:00:00,2260,Laptop,3,1744.12,5226.11,6.25,Cash
6051,2023-07-30 10:00:00,2210,Monitor,3,233.64,657.43,43.49,Debit Card
5852,2023-07-22 03:00:00,2763,Monitor,2,1523.45,3009.4900000000002,37.41,Cash
7591,2023-10-02 14:00:00,2453,Keyboard,1,1069.58,1017.65,51.93,Cash
2298,2023-02-24 01:00:00,2419,Tablet,3,270.69,727.9599999999999,84.11,PayPal
9981,2024-01-10 04:00:00,2967,Headphones,4,426.97,1704.96,2.92,Cash
6699,2023-08-26 10:00:00,2675,Laptop,3,1336.68,3928.92,81.12,Cash
6736,2023-08-27 23:00:00,2430,Laptop,1,1402.8,1312.35,90.45,Cash
2113,2023-02-16 08:00:00,2222,Laptop,2,1028.37,2016.5999999999997,40.14,Credit Card
10937,2024-02-19 00:00:00,2870,Headphones,4,1308.13,5168.42,64.1,Debit Card
3013,2023-03-25 20:00:00,2944,Mouse,3,309.09,911.25,16.02,PayPal
8873,2023-11-25 00:00:00,2649,Monitor,3,585.62,1690.6200000000001,66.24,PayPal
8362,2023-11-03 17:00:00,2532,Headphones,4,1060.48,4230.36,11.56,Cash
2796,2023-03-16 19:00:00,2622,Mouse,4,781.86,3070.7000000000003,56.74,Cash
4956,2023-06-14 19:00:00,2901,Monitor,3,1851.2,5491.85,61.75,Credit Card
2146,2023-02-17 17:00:00,2754,Laptop,1,1564.95,1485.27,79.68,Credit Card
3336,2023-04-08 07:00:00,2703,Headphones,4,847.22,3299.62,89.26,PayPal
7153,2023-09-14 08:00:00,2712,Laptop,2,305.9,559.8199999999999,51.98,Debit Card
9352,2023-12-14 23:00:00,2324,Monitor,4,1561.84,6153.5,93.86,Debit Card
4446,2023-05-24 13:00:00,2588,Monitor,3,1268.03,3777.8,26.29,Credit Card
1677,2023-01-29 04:00:00,2448,Monitor,3,1312.02,3896.94,39.12,Debit Card
6172,2023-08-04 11:00:00,2830,Mouse,4,1118.25,4424.69,48.31,PayPal
1800,2023-02-03 07:00:00,2807,Mouse,2,1645.54,3243.18,47.9,Debit Card
7583,2023-10-02 06:00:00,2949,Laptop,2,1260.81,2460.2,61.42,Cash
4351,2023-05-20 14:00:00,2731,Tablet,2,463.13,909.99,16.27,Debit Card
5476,2023-07-06 11:00:00,2454,Headphones,4,1477.2,5872.02,36.78,PayPal
6222,2023-08-06 13:00:00,2168,Laptop,3,1215.06,3597.79,47.39,Debit Card
5506,2023-07-07 17:00:00,2716,Tablet,3,1576.38,4630.150000000001,98.99,Cash
10374,2024-01-26 13:00:00,2267,Tablet,3,1465.72,4312.599999999999,84.56,Credit Card
8282,2023-10-31 09:00:00,2053,Mouse,3,1521.11,4493.98,69.35,Debit Card
10007,2024-01-11 06:00:00,2331,Mouse,3,1894.47,5609.67,73.74,Debit Card
5727,2023-07-16 22:00:00,2530,Headphones,4,1067.77,4261.96,9.12,Credit Card
6235,2023-08-07 02:00:00,2773,Headphones,2,367.53,726.06,9.0,PayPal
1669,2023-01-28 20:00:00,2905,Tablet,4,1440.12,5715.58,44.9,Debit Card
9241,2023-12-10 08:00:00,2097,Laptop,4,184.91,692.0699999999999,47.57,Credit Card
4474,2023-05-25 17:00:00,2835,Tablet,4,75.44,291.18,10.58,PayPal
6703,2023-08-26 14:00:00,2085,Tablet,4,742.81,2906.9199999999996,64.32,PayPal
10775,2024-02-12 06:00:00,2905,Tablet,3,1683.78,5041.89,9.45,PayPal
5123,2023-06-21 18:00:00,2390,Mouse,2,1770.01,3464.86,75.16,PayPal
5478,2023-07-06 13:00:00,2189,Headphones,4,1342.67,5339.37,31.31,Cash
1097,2023-01-05 00:00:00,2563,Keyboard,2,829.47,1610.45,48.49,Debit Card
10307,2024-01-23 18:00:00,2430,Headphones,1,596.17,537.14,59.03,Cash
4033,2023-05-07 08:00:00,2757,Tablet,2,213.21,422.91,3.51,PayPal
2786,2023-03-16 09:00:00,2578,Headphones,4,1288.23,,29.82,Debit Card
8820,2023-11-22 19:00:00,2444,Laptop,2,1496.01,2989.91,2.11,Cash
7356,2023-09-22 19:00:00,2045,Laptop,2,435.41,815.98,54.84,Cash
1593,2023-01-25 16:00:00,2052,Laptop,3,,3381.9500000000003,21.94,Debit Card
2209,2023-02-20 08:00:00,2562,Headphones,1,47.56,14.969999999999999,32.59,Cash
1120,2023-01-05 23:00:00,2238,Tablet,2,45.14,27.660000000000004,62.62,Cash
7097,2023-09-12 00:00:00,2537,Laptop,1,1392.98,1386.05,6.93,Credit Card
5902,2023-07-24 05:00:00,2805,Monitor,4,499.8,1962.6200000000001,36.58,Debit Card
9789,2024-01-02 04:00:00,2944,Tablet,3,714.7,2076.5600000000004,67.54,PayPal
4289,2023-05-18 00:00:00,2002,Keyboard,2,1198.6,2322.56,74.64,Cash
6341,2023-08-11 12:00:00,2440,Laptop,1,1393.68,1386.53,7.15,Cash
4911,2023-06-12 22:00:00,2190,Keyboard,1,155.42,96.29999999999998,59.12,Credit Card
7495,2023-09-28 14:00:00,2861,Tablet,2,708.97,1362.99,54.95,PayPal
4025,2023-05-07 00:00:00,2816,Mouse,4,689.27,2669.65,87.43,nan
8717,2023-11-18 12:00:00,2982,Tablet,4,1542.26,6161.63,7.41,Credit Card
2394,2023-02-28 01:00:00,2144,Tablet,2,544.93,1056.84,33.02,Cash
8999,2023-11-30 06:00:00,2903,Monitor,4,1551.54,6186.13,20.03,Credit Card
1959,2023-02-09 22:00:00,2010,Tablet,4,1716.47,6808.93,56.95,Credit Card
8743,2023-11-19 14:00:00,2689,Keyboard,3,1315.58,3860.6499999999996,86.09,PayPal
6945,2023-09-05 16:00:00,2551,Headphones,3,,2020.84,23.06,Credit Card
7798,2023-10-11 05:00:00,2848,Laptop,2,192.53,378.25,6.81,PayPal
5253,2023-06-27 04:00:00,2561,Keyboard,3,1320.21,3888.38,72.25,Credit Card
10560,2024-02-03 07:00:00,2278,Keyboard,1,444.85,380.19000000000005,64.66,Cash
3516,2023-04-15 19:00:00,2400,Mouse,3,25.06,39.699999999999996,35.48,PayPal
8154,2023-10-26 01:00:00,2299,Headphones,3,265.66,764.1,32.88,PayPal
4860,2023-06-10 19:00:00,2706,Headphones,3,993.35,2963.7200000000003,16.33,Cash
10884,2024-02-16 19:00:00,2459,Laptop,1,317.42,226.66000000000003,90.76,PayPal
8803,2023-11-22 02:00:00,2606,Mouse,3,649.59,1944.98,3.79,Debit Card
6427,2023-08-15 02:00:00,2298,Headphones,2,1017.53,1972.05,63.01,Cash
10508,2024-02-01 03:00:00,2472,Monitor,4,1299.98,5188.96,10.96,PayPal
9687,2023-12-28 22:00:00,2147,Tablet,4,1688.23,6697.8,55.12,Debit Card
8133,2023-10-25 04:00:00,2901,Tablet,1,1380.88,1339.3000000000002,41.58,Debit Card
10315,2024-01-24 02:00:00,2109,Headphones,2,1537.13,2992.96,81.3,PayPal
10031,2024-01-12 06:00:00,2650,Headphones,2,1127.39,2172.26,82.52,Debit Card
